customer_id,gender,senior_citizen,tenure,contract_type,internet_service,payment_method,monthly_charges,total_charges,num_products,support_calls,churn
CUST00604,Female,0,51,Month-to-month,DSL,Electronic check,73.4,3849.26,3,5.0,0
CUST00605,Male,1,45,One year,Fiber optic,Bank transfer,34.21,1568.59,1,4.0,0
CUST00606,Female,0,4,Month-to-month,Fiber optic,Electronic check,21.17,-40.86,2,4.0,0
CUST00607,Male,1,62,Month-to-month,Fiber optic,Electronic check,62.2,3854.71,1,9.0,1
CUST00608,Male,0,65,Month-to-month,DSL,Bank transfer,49.5,3220.25,4,1.0,0
CUST00609,Male,0,32,Two year,Fiber optic,Electronic check,68.6,2242.01,5,3.0,0
CUST00610,Male,0,34,Two year,No,Mailed check,77.72,2651.72,1,7.0,0
CUST00611,Male,0,72,Month-to-month,DSL,Bank transfer,24.37,1817.58,1,7.0,1
CUST00612,Male,0,39,Month-to-month,DSL,Credit card,32.3,1279.3,3,0.0,0
CUST00613,Female,0,26,Month-to-month,No,Electronic check,75.86,2050.41,4,1.0,0
CUST00614,Male,0,34,Month-to-month,DSL,Credit card,54.32,1824.83,5,4.0,0
CUST00615,Female,0,54,Month-to-month,DSL,Electronic check,92.92,5024.75,2,8.0,1
CUST00616,Male,0,3,One year,DSL,Mailed check,85.23,297.02,1,9.0,1
CUST00617,Female,0,50,Month-to-month,DSL,Bank transfer,104.56,5199.41,5,6.0,0
CUST00618,Male,0,12,Month-to-month,DSL,Credit card,89.25,1031.49,2,9.0,1
CUST00619,Male,0,65,Month-to-month,Fiber optic,Bank transfer,62.99,4063.08,4,4.0,0
CUST00620,Female,0,54,Month-to-month,Fiber optic,Credit card,87.3,4676.56,4,0.0,0
CUST00621,Male,0,5,Month-to-month,DSL,Electronic check,47.54,263.82,5,5.0,1
CUST00622,Male,1,57,Month-to-month,Fiber optic,Mailed check,50.63,2794.25,2,7.0,1
CUST00623,Male,0,17,One year,Fiber optic,Credit card,98.9,1603.48,4,6.0,0
CUST00624,Male,0,47,One year,No,Credit card,64.64,3131.31,5,1.0,0
CUST00625,Female,0,23,Month-to-month,No,Mailed check,99.84,2260.02,4,4.0,1
CUST00626,Male,0,14,One year,Fiber optic,Mailed check,102.24,1441.39,4,3.0,0
CUST00627,Female,0,66,Month-to-month,No,Mailed check,105.76,6905.45,4,8.0,1
CUST00628,Male,0,51,Month-to-month,Fiber optic,Mailed check,111.66,5699.55,3,9.0,0
CUST00629,Male,0,38,One year,No,Mailed check,63.1,2361.79,2,0.0,0
CUST00630,Male,0,64,Month-to-month,DSL,Bank transfer,51.89,3242.59,5,5.0,0
CUST00631,Male,0,38,One year,DSL,Electronic check,78.22,3039.2,5,2.0,0
CUST00632,Female,1,50,One year,Fiber optic,Electronic check,57.12,2914.99,2,8.0,0
CUST00633,Male,0,30,Two year,Fiber optic,Credit card,,2397.85,2,4.0,0
CUST00634,Male,0,51,Two year,Fiber optic,Mailed check,90.56,4668.46,2,5.0,0
CUST00635,Male,1,63,Month-to-month,No,Bank transfer,,5692.12,2,8.0,1
CUST00636,Female,0,52,Two year,DSL,Bank transfer,57.46,3025.38,1,8.0,0
CUST00637,Female,0,38,One year,Fiber optic,Credit card,36.69,1418.05,5,7.0,0
CUST00638,Female,1,30,One year,DSL,Mailed check,63.05,1901.54,1,8.0,1
CUST00639,Female,0,51,Month-to-month,DSL,Electronic check,34.26,1779.71,4,3.0,0
CUST00640,Male,0,5,Two year,Fiber optic,Mailed check,109.01,526.85,4,5.0,0
CUST00641,Male,0,29,Month-to-month,DSL,Bank transfer,54.59,1569.21,5,4.0,0
CUST00642,Female,0,4,Two year,Fiber optic,Mailed check,35.45,164.33,4,4.0,1
CUST00643,Male,0,10,Month-to-month,Fiber optic,Electronic check,22.54,201.75,2,3.0,0
CUST00644,Male,0,56,One year,DSL,Electronic check,84.58,4718.32,1,1.0,0
CUST00645,Female,0,17,Month-to-month,Fiber optic,Credit card,83.69,1422.74,2,5.0,1
CUST00646,Male,0,17,Month-to-month,Fiber optic,Bank transfer,54.06,976.56,4,8.0,0
CUST00647,Female,0,69,Month-to-month,DSL,Mailed check,27.17,1818.18,1,0.0,0
CUST00648,Female,1,34,Month-to-month,DSL,Mailed check,60.96,2110.7,2,6.0,1
CUST00649,Female,0,6,Month-to-month,No,Credit card,51.12,,5,5.0,0
CUST00650,Female,0,53,Month-to-month,Fiber optic,Credit card,87.71,4688.03,2,2.0,1
CUST00651,Female,0,66,One year,DSL,Credit card,80.58,5277.81,4,0.0,1
CUST00652,Female,0,43,Two year,DSL,Bank transfer,56.46,2343.12,1,3.0,0
CUST00653,Male,0,23,One year,Fiber optic,Mailed check,41.79,989.14,5,8.0,0
CUST00654,Male,0,55,Month-to-month,Fiber optic,Credit card,118.8,6543.57,1,1.0,0
CUST00655,Male,1,16,Month-to-month,DSL,Bank transfer,65.4,1096.62,5,2.0,1
CUST00656,Female,0,8,Month-to-month,Fiber optic,Mailed check,88.83,675.59,1,1.0,1
CUST00657,Female,0,4,Two year,Fiber optic,Electronic check,34.06,174.23,4,1.0,1
CUST00658,Female,0,4,Two year,Fiber optic,Credit card,68.56,326.96,5,9.0,0
CUST00659,Male,0,56,Month-to-month,DSL,Bank transfer,22.75,1269.44,3,7.0,0
CUST00660,Male,0,25,Month-to-month,Fiber optic,Mailed check,70.55,1784.48,1,2.0,0
CUST00661,Female,1,67,Two year,DSL,Mailed check,116.4,7818.01,1,6.0,0
CUST00662,Female,1,67,Two year,No,Credit card,58.42,3873.11,2,7.0,0
CUST00663,Female,0,27,Two year,Fiber optic,Credit card,23.9,671.84,5,2.0,0
CUST00664,Female,0,32,Two year,Fiber optic,Mailed check,23.1,820.18,3,1.0,0
CUST00665,Female,1,50,Month-to-month,Fiber optic,Bank transfer,58.8,2941.04,4,7.0,1
CUST00666,Male,0,61,Month-to-month,Fiber optic,Electronic check,36.0,2123.11,2,2.0,1
CUST00667,Female,0,51,Month-to-month,No,Mailed check,22.34,1104.73,3,6.0,0
CUST00668,Female,1,19,Month-to-month,DSL,Bank transfer,95.62,1727.83,5,0.0,1
CUST00669,Female,0,21,Month-to-month,Fiber optic,Credit card,65.85,1447.41,3,5.0,1
CUST00670,Female,0,5,Month-to-month,DSL,Mailed check,48.92,282.83,1,8.0,0
CUST00671,Male,0,42,Month-to-month,DSL,Credit card,110.01,4595.28,1,2.0,1
CUST00672,Female,0,61,Month-to-month,Fiber optic,Electronic check,31.61,1857.54,2,,1
CUST00673,Female,0,22,Month-to-month,Fiber optic,Credit card,115.59,2501.36,5,5.0,0
CUST00674,Female,0,21,Month-to-month,Fiber optic,Electronic check,51.4,1047.42,5,7.0,0
CUST00675,Male,0,70,Month-to-month,Fiber optic,Credit card,108.84,7624.3,3,2.0,1
CUST00676,Female,0,1,Two year,Fiber optic,Credit card,,,2,2.0,0
CUST00677,Male,0,5,Two year,No,Electronic check,102.67,580.43,5,3.0,0
CUST00678,Female,0,12,Month-to-month,DSL,Credit card,118.4,1386.18,1,2.0,1
CUST00679,Female,0,46,Month-to-month,Fiber optic,Bank transfer,48.84,2171.26,3,8.0,0
CUST00680,Female,0,34,Month-to-month,Fiber optic,Credit card,116.11,3890.01,4,3.0,0
CUST00681,Female,0,49,One year,DSL,Mailed check,58.95,2887.31,1,5.0,0
CUST00682,Female,0,45,Month-to-month,DSL,Credit card,58.55,2598.37,2,7.0,0
CUST00683,Female,0,27,Month-to-month,Fiber optic,Bank transfer,54.04,1444.44,5,7.0,1
CUST00684,Female,0,26,Two year,DSL,Mailed check,74.14,1904.96,1,4.0,0
CUST00685,Female,0,47,Month-to-month,DSL,Bank transfer,35.41,1713.99,4,4.0,1
CUST00686,Female,0,56,Month-to-month,DSL,Mailed check,75.37,4191.44,4,5.0,1
CUST00687,Male,0,63,Month-to-month,DSL,Credit card,74.17,4653.87,2,9.0,1
CUST00688,Male,0,48,Month-to-month,Fiber optic,Bank transfer,96.19,4652.99,1,6.0,1
CUST00689,Male,0,61,Month-to-month,Fiber optic,Credit card,103.36,6277.02,3,9.0,1
CUST00690,Male,0,26,Two year,DSL,Mailed check,64.04,1686.31,1,6.0,0
CUST00691,Female,0,36,Month-to-month,Fiber optic,Bank transfer,50.23,1824.97,4,3.0,0
CUST00692,Female,1,1,One year,DSL,Electronic check,45.93,53.02,2,5.0,0
CUST00693,Male,1,8,Month-to-month,Fiber optic,Bank transfer,39.46,258.98,2,6.0,1
CUST00694,Male,0,52,Month-to-month,Fiber optic,Credit card,25.76,1401.26,3,4.0,1
CUST00695,Male,0,47,Month-to-month,Fiber optic,Electronic check,54.24,2660.54,2,4.0,0
CUST00696,Male,0,56,Month-to-month,Fiber optic,Electronic check,47.02,2633.83,2,1.0,0
CUST00697,Female,0,14,Month-to-month,Fiber optic,Mailed check,116.64,1580.67,2,6.0,1
CUST00698,Male,0,28,Month-to-month,Fiber optic,Electronic check,75.77,2123.04,2,5.0,1
CUST00699,Female,1,2,Two year,Fiber optic,Electronic check,54.73,158.95,2,0.0,0
CUST00700,Female,0,26,Month-to-month,Fiber optic,Mailed check,78.05,1998.46,4,3.0,0
CUST00701,Female,0,14,Month-to-month,No,Bank transfer,33.92,468.43,1,2.0,0
CUST00702,Male,0,59,Month-to-month,Fiber optic,Credit card,64.4,,5,2.0,1
CUST00703,Male,0,56,Month-to-month,Fiber optic,Bank transfer,82.62,4687.06,2,6.0,1
CUST00704,Female,0,7,Month-to-month,DSL,Electronic check,,521.0,5,9.0,1
CUST00705,Male,0,3,Month-to-month,No,Credit card,60.18,221.38,5,3.0,1
CUST00706,Male,0,23,Month-to-month,DSL,Bank transfer,119.38,2724.54,4,7.0,1
CUST00707,Female,0,18,Month-to-month,DSL,Credit card,108.03,1964.66,2,8.0,1
CUST00708,Female,1,38,One year,DSL,Electronic check,82.34,3092.84,5,2.0,0
CUST00709,Male,0,15,Month-to-month,No,Bank transfer,76.94,1196.34,2,4.0,0
CUST00710,Female,1,64,Month-to-month,No,Credit card,82.07,5309.79,3,3.0,0
CUST00711,Male,0,28,One year,No,Credit card,40.13,1151.34,3,9.0,0
CUST00712,Male,0,39,Two year,Fiber optic,Bank transfer,59.51,2302.67,3,5.0,0
CUST00713,Female,0,57,One year,Fiber optic,Bank transfer,23.95,1354.73,5,9.0,1
CUST00714,Female,0,17,Month-to-month,No,Electronic check,67.55,1238.75,3,3.0,0
CUST00715,Male,0,44,One year,No,Mailed check,74.3,3251.77,4,7.0,1
CUST00716,Female,1,25,One year,Fiber optic,Credit card,42.77,,4,2.0,1
CUST00717,Male,0,17,Month-to-month,DSL,Bank transfer,116.4,1995.79,5,4.0,0
CUST00718,Female,0,13,Two year,Fiber optic,Bank transfer,110.95,1425.58,2,0.0,0
CUST00719,Male,0,25,Month-to-month,No,Bank transfer,92.21,2238.13,1,5.0,1
CUST00720,Female,0,68,Two year,No,Credit card,73.34,4997.61,2,4.0,0
CUST00721,Male,0,10,One year,No,Electronic check,107.0,1074.52,2,7.0,0
CUST00722,Male,0,67,One year,No,Mailed check,33.07,2305.7,2,8.0,0
CUST00723,Female,0,18,One year,No,Credit card,99.05,1739.91,2,7.0,1
CUST00724,Male,0,34,Month-to-month,Fiber optic,Electronic check,32.48,1219.13,1,7.0,1
CUST00725,Male,0,8,Month-to-month,Fiber optic,Credit card,99.42,814.31,3,2.0,1
CUST00726,Male,0,40,Two year,DSL,Credit card,47.58,1921.96,2,3.0,0
CUST00727,Male,0,42,One year,Fiber optic,Bank transfer,107.71,4494.13,4,3.0,0
CUST00728,Male,1,41,Two year,Fiber optic,Electronic check,114.4,4706.31,5,4.0,0
CUST00729,Female,0,6,Two year,No,Bank transfer,34.88,232.93,5,8.0,0
CUST00730,Male,0,52,Two year,Fiber optic,Bank transfer,66.27,3492.78,4,8.0,1
CUST00731,Male,0,26,One year,DSL,Electronic check,118.1,3021.65,2,9.0,1
CUST00732,Male,0,64,Month-to-month,DSL,Bank transfer,68.34,4444.15,1,0.0,1
CUST00733,Female,0,59,Month-to-month,Fiber optic,Bank transfer,106.35,6293.0,3,7.0,1
CUST00734,Female,1,56,One year,Fiber optic,Mailed check,78.87,4447.31,5,0.0,0
CUST00735,Male,0,59,Month-to-month,DSL,Electronic check,57.53,3383.4,3,1.0,1
CUST00736,Male,0,70,Month-to-month,DSL,Electronic check,48.58,3354.08,1,6.0,0
CUST00737,Female,0,33,Month-to-month,Fiber optic,Bank transfer,40.32,1334.27,5,7.0,1
CUST00738,Female,0,53,Two year,DSL,Bank transfer,96.18,5106.9,3,0.0,0
CUST00739,Male,0,22,Two year,DSL,Electronic check,58.65,1221.12,1,2.0,0
CUST00740,Female,0,21,One year,DSL,Electronic check,71.13,1533.34,3,6.0,0
CUST00741,Male,1,70,Month-to-month,Fiber optic,Credit card,69.23,4896.1,2,8.0,0
CUST00742,Male,0,70,One year,Fiber optic,Electronic check,77.73,5404.47,1,7.0,0
CUST00743,Male,0,4,One year,DSL,Credit card,106.56,375.1,3,7.0,1
CUST00744,Female,1,62,Month-to-month,No,Bank transfer,,7305.44,2,8.0,1
CUST00745,Male,0,62,Month-to-month,DSL,Mailed check,60.76,3768.22,2,9.0,1
CUST00746,Male,1,24,Month-to-month,DSL,Mailed check,102.75,2452.84,1,2.0,0
CUST00747,Female,0,55,One year,DSL,Credit card,96.45,5301.86,4,7.0,0
CUST00748,Male,0,9,One year,DSL,Bank transfer,77.35,707.25,5,0.0,1
CUST00749,Male,0,3,Month-to-month,DSL,Bank transfer,115.6,278.4,1,7.0,0
CUST00750,Male,0,31,Two year,DSL,Bank transfer,40.05,1178.81,2,6.0,0
CUST00751,Female,0,40,Month-to-month,Fiber optic,Electronic check,30.93,1100.94,2,7.0,1
CUST00752,Female,0,36,Month-to-month,Fiber optic,Bank transfer,105.4,3841.39,1,0.0,1
CUST00753,Male,0,24,Month-to-month,Fiber optic,Electronic check,63.91,1534.72,4,5.0,0
CUST00754,Female,1,6,Month-to-month,Fiber optic,Credit card,104.7,680.57,5,6.0,1
CUST00755,Male,1,66,Month-to-month,DSL,Mailed check,109.31,7157.51,3,4.0,0
CUST00756,Male,1,4,Month-to-month,No,Credit card,26.25,106.2,1,4.0,0
CUST00757,Female,0,6,Month-to-month,DSL,Bank transfer,108.35,660.82,5,6.0,1
CUST00758,Female,0,51,Month-to-month,Fiber optic,Bank transfer,64.83,3278.34,5,2.0,0
CUST00759,Male,0,62,One year,DSL,Credit card,71.04,,2,5.0,0
CUST00760,Female,1,57,Month-to-month,No,Electronic check,82.66,4798.87,3,6.0,0
CUST00761,Female,0,66,Month-to-month,Fiber optic,Electronic check,112.64,7504.09,1,0.0,0
CUST00762,Female,0,8,One year,DSL,Electronic check,21.91,156.2,2,1.0,0
CUST00763,Male,1,26,Month-to-month,Fiber optic,Mailed check,67.68,1785.3,2,3.0,1
CUST00764,Male,0,51,Two year,DSL,Mailed check,88.77,4503.14,4,7.0,0
CUST00765,Female,0,45,Two year,Fiber optic,Bank transfer,92.27,4102.41,5,9.0,0
CUST00766,Male,0,44,Month-to-month,Fiber optic,Credit card,89.25,4018.51,1,5.0,0
CUST00767,Male,0,5,Two year,DSL,Credit card,33.44,84.45,1,0.0,0
CUST00768,Female,0,70,One year,DSL,Bank transfer,49.94,3481.49,1,,0
CUST00769,Male,0,26,Two year,DSL,Electronic check,55.87,1456.88,2,4.0,0
CUST00770,Female,0,68,One year,Fiber optic,Mailed check,100.44,6912.73,4,6.0,0
CUST00771,Male,0,19,Month-to-month,DSL,Credit card,47.88,954.47,3,5.0,0
CUST00772,Male,0,20,Two year,Fiber optic,Bank transfer,41.07,737.8,2,8.0,0
CUST00773,Female,0,12,Month-to-month,No,Electronic check,115.74,1388.8,3,7.0,1
CUST00774,Male,0,47,Month-to-month,DSL,Electronic check,20.89,982.71,4,3.0,0
CUST00775,Female,0,1,Month-to-month,No,Mailed check,119.78,108.37,5,4.0,0
CUST00776,Male,0,14,Month-to-month,Fiber optic,Mailed check,87.68,1258.54,1,6.0,0
CUST00777,Male,0,64,Month-to-month,DSL,Bank transfer,102.85,6511.75,3,7.0,1
CUST00778,Male,0,38,One year,Fiber optic,Bank transfer,49.46,1859.12,2,4.0,1
CUST00779,Female,0,37,Two year,Fiber optic,Electronic check,21.43,816.91,3,8.0,0
CUST00780,Male,0,11,Month-to-month,Fiber optic,Electronic check,93.79,1065.64,5,9.0,1
CUST00781,Male,0,3,Two year,DSL,Credit card,103.41,317.71,1,3.0,0
CUST00782,Female,0,33,Two year,DSL,Electronic check,94.05,3089.15,3,3.0,0
CUST00783,Female,0,6,Month-to-month,Fiber optic,Bank transfer,34.29,199.71,5,7.0,0
CUST00784,Male,1,50,Month-to-month,Fiber optic,Mailed check,95.34,4804.16,2,0.0,0
CUST00785,Female,0,10,Two year,Fiber optic,Bank transfer,96.89,970.62,4,7.0,1
CUST00786,Female,0,5,One year,DSL,Credit card,85.85,377.18,2,4.0,1
CUST00787,Female,0,23,One year,Fiber optic,Credit card,96.61,2160.39,1,0.0,0
CUST00788,Female,1,10,One year,No,Mailed check,104.59,971.44,2,3.0,0
CUST00789,Male,0,44,Month-to-month,DSL,Bank transfer,81.36,3652.64,2,,1
CUST00790,Female,0,2,Month-to-month,DSL,Credit card,28.86,98.09,2,3.0,1
CUST00791,Male,0,13,One year,No,Bank transfer,68.76,888.59,2,7.0,0
CUST00792,Male,0,40,Month-to-month,Fiber optic,Credit card,27.76,1087.91,1,4.0,0
CUST00793,Male,1,2,One year,Fiber optic,Mailed check,60.75,92.81,5,0.0,1
CUST00794,Female,0,65,Two year,No,Credit card,60.71,4000.85,3,6.0,0
CUST00795,Female,0,63,One year,Fiber optic,Bank transfer,26.6,1771.08,4,0.0,0
CUST00796,Male,1,17,Two year,DSL,Bank transfer,54.88,902.73,3,8.0,0
CUST00797,Male,0,9,Month-to-month,Fiber optic,Credit card,31.1,336.82,3,2.0,1
CUST00798,Female,0,15,One year,Fiber optic,Electronic check,100.82,1513.75,4,,1
CUST00799,Female,0,24,One year,No,Mailed check,114.77,2743.83,1,5.0,0
CUST00800,Male,0,38,Two year,DSL,Mailed check,27.23,1110.01,4,9.0,0
CUST00801,Female,0,35,One year,Fiber optic,Credit card,115.51,4042.39,1,5.0,0
CUST00802,Female,1,49,Month-to-month,Fiber optic,Credit card,72.26,3555.44,3,5.0,0
CUST00803,Male,0,69,Two year,DSL,Electronic check,49.96,3459.42,1,0.0,0
CUST00804,Female,0,62,One year,DSL,Mailed check,,1635.26,5,4.0,0
CUST00805,Female,0,60,Month-to-month,No,Electronic check,70.06,4218.17,4,5.0,1
CUST00806,Male,0,50,One year,Fiber optic,Mailed check,99.45,4944.44,5,7.0,0
CUST00807,Female,0,9,Two year,Fiber optic,Credit card,90.71,745.32,3,0.0,1
CUST00808,Male,0,34,One year,No,Mailed check,25.02,824.91,4,4.0,0
CUST00809,Female,0,35,Month-to-month,DSL,Mailed check,27.29,928.89,3,2.0,0
CUST00810,Male,1,1,Two year,No,Mailed check,60.29,111.78,5,1.0,0
CUST00811,Female,0,40,One year,Fiber optic,Electronic check,49.53,1927.97,3,7.0,1
CUST00812,Male,0,64,Month-to-month,Fiber optic,Electronic check,43.24,2727.77,4,6.0,0
CUST00813,Female,0,22,Month-to-month,Fiber optic,Mailed check,48.1,1069.98,4,9.0,1
CUST00814,Female,0,60,Month-to-month,No,Bank transfer,100.35,5954.61,3,6.0,0
CUST00815,Female,0,64,One year,DSL,Electronic check,112.92,7194.11,4,4.0,0
CUST00816,Male,0,72,Two year,DSL,Credit card,60.51,4273.52,4,8.0,0
CUST00817,Female,0,11,Month-to-month,DSL,Credit card,110.61,1262.72,3,4.0,0
CUST00818,Male,0,14,Month-to-month,DSL,Mailed check,52.15,715.03,5,,0
CUST00819,Female,0,60,Month-to-month,Fiber optic,Credit card,67.64,,4,2.0,1
CUST00820,Female,1,30,One year,No,Electronic check,42.6,1323.89,4,3.0,0
CUST00821,Female,0,35,Month-to-month,No,Bank transfer,84.05,2905.55,4,4.0,0
CUST00822,Female,0,37,Month-to-month,DSL,Bank transfer,117.9,4346.63,4,2.0,0
CUST00823,Female,0,5,Month-to-month,Fiber optic,Bank transfer,80.35,348.93,3,6.0,1
CUST00824,Female,0,26,One year,Fiber optic,Credit card,55.78,1397.39,5,4.0,0
CUST00825,Male,0,62,Month-to-month,DSL,Mailed check,84.78,5210.44,5,4.0,1
CUST00826,Male,1,4,Month-to-month,Fiber optic,Credit card,32.29,104.54,1,5.0,1
CUST00827,Female,1,42,Two year,No,Mailed check,108.87,4553.13,4,6.0,0
CUST00828,Female,0,18,Month-to-month,No,Bank transfer,70.31,1279.98,4,9.0,1
CUST00829,Female,0,40,Month-to-month,DSL,Electronic check,64.93,2552.84,1,9.0,1
CUST00830,Female,0,72,Two year,Fiber optic,Credit card,78.59,5674.21,5,7.0,0
CUST00831,Female,0,39,Month-to-month,DSL,Electronic check,82.48,3240.91,2,8.0,1
CUST00832,Male,0,14,One year,DSL,Bank transfer,27.18,357.1,2,3.0,0
CUST00833,Female,0,32,Month-to-month,Fiber optic,Mailed check,88.26,2784.14,5,4.0,0
CUST00834,Female,0,51,One year,No,Electronic check,44.19,2258.11,4,4.0,0
CUST00835,Male,1,38,Month-to-month,No,Credit card,91.4,3462.87,2,7.0,0
CUST00836,Male,0,23,Two year,No,Electronic check,102.25,2362.85,3,8.0,0
CUST00837,Male,0,63,Month-to-month,No,Electronic check,100.4,6403.43,3,6.0,1
CUST00838,Female,0,15,Month-to-month,DSL,Credit card,,1132.18,1,4.0,1
CUST00839,Female,1,25,One year,Fiber optic,Mailed check,72.02,1768.46,5,2.0,1
CUST00840,Female,0,17,Two year,DSL,Credit card,34.29,538.34,5,0.0,0
CUST00841,Female,0,66,Month-to-month,DSL,Bank transfer,97.53,6394.67,2,8.0,0
CUST00842,Female,0,53,Two year,Fiber optic,Mailed check,47.14,2425.33,4,4.0,0
CUST00843,Male,1,51,Month-to-month,Fiber optic,Electronic check,69.67,3599.78,5,8.0,1
CUST00844,Female,0,39,One year,Fiber optic,Credit card,48.43,1777.01,2,9.0,1
CUST00845,Female,0,51,Month-to-month,DSL,Bank transfer,33.38,1726.93,2,3.0,0
CUST00846,Female,0,70,One year,DSL,Credit card,82.96,5763.5,5,4.0,0
CUST00847,Male,0,6,Month-to-month,DSL,Mailed check,25.43,126.98,2,3.0,0
CUST00848,Female,1,67,Month-to-month,DSL,Bank transfer,94.86,6311.02,1,,0
CUST00849,Female,0,7,Month-to-month,DSL,Electronic check,51.76,434.6,1,0.0,0
CUST00850,Female,0,51,Month-to-month,Fiber optic,Mailed check,20.01,1021.5,5,7.0,0
CUST00851,Female,0,72,Two year,Fiber optic,Bank transfer,71.11,5159.65,4,3.0,0
CUST00852,Male,1,42,Two year,Fiber optic,Mailed check,24.69,1101.8,1,4.0,0
CUST00853,Male,0,64,One year,Fiber optic,Electronic check,47.62,3055.66,1,,0
CUST00854,Male,0,15,Month-to-month,DSL,Bank transfer,90.7,1300.68,5,7.0,1
CUST00855,Female,0,29,Month-to-month,No,Credit card,26.27,750.77,3,7.0,0
CUST00856,Male,0,33,One year,DSL,Credit card,103.93,3392.7,2,6.0,0
CUST00857,Male,0,27,Two year,Fiber optic,Electronic check,20.38,525.14,1,3.0,0
CUST00858,Female,0,36,Month-to-month,No,Bank transfer,44.68,1603.83,3,5.0,0
CUST00859,Female,0,29,Two year,No,Electronic check,94.09,2721.91,4,3.0,0
CUST00860,Male,1,38,Two year,DSL,Electronic check,51.63,1982.43,3,6.0,0
CUST00861,Male,0,57,Two year,Fiber optic,Mailed check,30.19,1748.65,5,0.0,1
CUST00862,Male,0,27,Month-to-month,DSL,Credit card,56.02,1505.92,4,4.0,0
CUST00863,Male,0,55,Month-to-month,DSL,Electronic check,47.04,2607.34,4,9.0,0
CUST00864,Female,0,33,Month-to-month,DSL,Mailed check,104.27,3413.48,3,9.0,0
CUST00865,Female,0,68,Month-to-month,No,Electronic check,51.33,3556.5,5,3.0,0
CUST00866,Male,0,66,Month-to-month,No,Electronic check,98.89,6498.68,1,6.0,1
CUST00867,Male,0,10,Month-to-month,DSL,Electronic check,109.19,1151.73,3,8.0,1
CUST00868,Male,1,5,One year,Fiber optic,Credit card,63.38,243.11,1,4.0,0
CUST00869,Female,0,38,Month-to-month,No,Bank transfer,110.99,4198.76,3,3.0,0
CUST00870,Female,0,13,Month-to-month,Fiber optic,Credit card,57.73,733.96,1,8.0,0
CUST00871,Female,1,31,One year,DSL,Mailed check,116.41,3622.59,3,4.0,0
CUST00872,Male,0,47,One year,Fiber optic,Bank transfer,28.93,1402.75,4,8.0,0
CUST00873,Female,0,52,One year,Fiber optic,Mailed check,88.7,4550.03,2,7.0,1
CUST00874,Male,0,56,Month-to-month,Fiber optic,Electronic check,69.38,3829.96,4,3.0,1
CUST00875,Male,0,15,One year,Fiber optic,Bank transfer,58.76,811.38,1,6.0,0
CUST00876,Female,0,29,One year,Fiber optic,Mailed check,83.27,2480.87,5,4.0,0
CUST00877,Male,0,8,Month-to-month,DSL,Electronic check,90.39,737.97,4,9.0,1
CUST00878,Female,0,5,One year,DSL,Mailed check,20.44,47.96,2,3.0,0
CUST00879,Female,0,29,Month-to-month,DSL,Mailed check,36.7,1042.01,1,4.0,0
CUST00880,Male,1,47,Month-to-month,Fiber optic,Credit card,91.3,4350.4,4,4.0,1
CUST00881,Male,0,68,Month-to-month,DSL,Electronic check,86.64,5877.51,3,8.0,1
CUST00882,Female,1,45,Month-to-month,Fiber optic,Credit card,116.6,5230.35,5,8.0,0
CUST00883,Female,0,2,Month-to-month,Fiber optic,Bank transfer,96.1,153.14,1,5.0,0
CUST00884,Female,0,27,Two year,Fiber optic,Electronic check,115.08,3055.84,4,3.0,1
CUST00885,Female,0,36,Month-to-month,No,Credit card,90.25,,1,1.0,1
CUST00886,Female,0,36,Two year,Fiber optic,Credit card,49.81,1876.68,3,2.0,0
CUST00887,Female,0,26,One year,No,Bank transfer,30.54,744.69,2,1.0,0
CUST00888,Female,1,43,Month-to-month,Fiber optic,Mailed check,98.18,4292.09,4,4.0,1
CUST00889,Male,0,27,Month-to-month,DSL,Mailed check,84.41,2254.83,1,5.0,0
CUST00890,Female,0,69,One year,No,Mailed check,24.82,1739.17,1,4.0,0
CUST00891,Male,0,20,One year,No,Bank transfer,56.01,1190.61,1,1.0,0
CUST00892,Male,0,11,Month-to-month,No,Credit card,115.68,1265.23,2,4.0,1
CUST00893,Female,1,38,Month-to-month,Fiber optic,Electronic check,70.04,2645.13,1,8.0,0
CUST00894,Female,0,6,One year,Fiber optic,Bank transfer,63.27,419.69,5,3.0,0
CUST00895,Female,0,72,Month-to-month,DSL,Mailed check,65.77,4679.94,5,9.0,1
CUST00896,Female,0,23,Two year,Fiber optic,Mailed check,40.89,997.78,1,1.0,0
CUST00897,Female,0,47,One year,DSL,Electronic check,56.87,2680.06,5,2.0,0
CUST00898,Male,0,46,Month-to-month,DSL,Bank transfer,56.98,2592.25,4,2.0,0
CUST00899,Male,0,12,Month-to-month,Fiber optic,Mailed check,25.24,272.62,5,8.0,1
CUST00900,Female,0,13,Month-to-month,Fiber optic,Bank transfer,96.76,1188.66,1,3.0,1
CUST00901,Female,0,62,Two year,DSL,Credit card,61.65,3795.52,3,0.0,0
CUST00902,Female,0,60,Month-to-month,Fiber optic,Bank transfer,102.22,6119.88,4,0.0,0
CUST00903,Female,0,43,Month-to-month,No,Credit card,105.03,4463.43,2,6.0,1
CUST00904,Male,0,68,One year,Fiber optic,Electronic check,41.2,2799.29,1,6.0,0
CUST00905,Male,0,5,Month-to-month,Fiber optic,Credit card,85.74,452.32,2,1.0,1
CUST00906,Male,0,37,Month-to-month,No,Credit card,67.23,2476.77,3,8.0,0
